predictor,train,test,1,2,3,4,5,6,7,8,9,10
dsv_deadspots,0.05958,0.0634600000000001,0.08544,0.0563800000000001,0.0465800000000001,0.0101199999999999,0.0846399999999999,0.0637799999999999,0.0738,0.07622,0.04612,0.0619
landcover,0,0,0,0,0,0,0,-0.00368000000000002,0,0,0,0
ndvi,0.10284,0.1384,0.11064,0.20554,0.12006,0.0388799999999999,0.10454,0.02182,0.08936,0.10508,0.09412,0.11656
slope,0.00441999999999998,-0.000879999999999992,0,0,0,0,-0.00122000000000011,0,0,0,0,0
soil_clay,0,0,0,0,0.00746000000000002,-0.00144,0,0.00541999999999998,0,0,0,0
soil_ph,0,0,0,0,0,0,0,0,0,0,0,0
soil_sand,0,0,0,0,0,0,0,0,0,0,0,0
soil_water,0,0,0,0,0,0,0,0,0,0,0,0
wind_speed,0.0113,0.0184800000000001,-0.00104000000000004,0.00222000000000011,0,0,0.01362,0.00181999999999993,0.02212,0.00958000000000003,0.01154,0.026
